,review_body,stars,language,translated_review
231,"No lo tengo todavía porque siempre lo traen por la tarde que no hay nadie por más que lo digo, tenemos el primer y nunca nos llega cuando podemos siempre estamos con líos",1,es,"I don't have it yet because they always bring it in the afternoon that there is no one for the way I say it, we have the first one and it never comes to us when we can always we are with troubles"
232,"No funciona adecuadamente, en una zona de mosquitos no atrapó ninguno. La caja del producto llegó golpeada y en mal estado.",2,es,"It does not work properly, in an area of ​​mosquitoes none caught.The product box came beaten and in poor condition."
233,"El reloj es pequeño, queda bien y funciona perfectamente. Con el día, la hora, cronómetro y la luz. Eso sí, yo me esperaba la correa distinta y es de plástico pero pintada para que parezca una correa clásica.",3,es,"The clock is small, it looks good and works perfectly.With the day, the time, stopwatch and the light.Of course, I was waiting for the different strap and is plastic but painted to look like a classic strap."
234,Da mucha luz pero dejo de funcionar al poco de comprarla,2,es,Gives a lot of light but stop working shortly after buying it
235,Muy practica bolsa de transporte para la máquina de coser y espaciosa,5,es,Very practical transport bag for the sewing and spacious machine
236,valido para su uso durante el día pues luce muy fuerte similar a productos mucho mas caros y la cargo me dura varias salidas.,5,es,Valid for use during the day because it looks very strong similar to much more expensive products and I last several outputs.
237,"esencia con aroma no muy intenso. no huele mucho aunque eso puede no ser una desventaja. cantidad justa y bien precintado. le falta una velita para empezar,",3,es,"Essence with aroma not very intense.It does not smell much although that may not be a disadvantage.Fair and well -set quantity.It is missing a candle to start,"
238,Ha tardado mucho en llegar.,2,es,It has taken a long time to arrive.
239,Unas pinzas un poco cutres. Poca superficie de contacto para las espinas. Es de los productos de peor calidad que eh probado de lacor.,2,es,A little cutter tweezers.Little contact surface for thorns.It is one of the worst quality products that have been tested by Lacor.
240,"Es de malísima calidad, es tirar el dinero",2,es,"It is of bad quality, is to throw money"
241,"El tamaño y peso es lo que más me ha sorprendido, además de la calidad de imagen y la comodidad de la pantalla táctil. Muy útil para trabajar fuera de casa y oficina. Versatilidad y comodidad. Justo lo que buscaba para facilitar mi trabajo y ocio.",4,es,"The size and weight is what has surprised me most, in addition to the image quality and comfort of the touch screen.Very useful to work outside the home and office.Versatility and comfort.Just what I was looking for to facilitate my work and leisure."
242,"Me ha emocionado leer como ha continuado cada pareja por separado y a la vez el grupo en conjunto, ha sido precioso, el colofón perfecto para una saga estupenda. Mi enhorabuena una vez más, siempre consigues emocionarme y sorprenderme con cada historia nueva que escribes. Sigue así, que vales millones como autora y como escritora.",5,es,"I have been excited to read how each couple has continued and at the same time the group as a whole, it has been beautiful, the perfect climax for a great saga.My congratulations once again, you always get excited and surprise me with every new story you write.It continues, that millions are worth author and as a writer."
243,La verdad que nunca había tenido uno y funciona genial. Material de muy buena calidad y vibración potente! Compra recomendada.,5,es,The truth that I had never had one and works great.Very good quality material and powerful vibration!Recommended purchase.
244,"Será por mi fisonomía, pero a pesar de las buenas opiniones que he visto, en mi caso no se me ajustaba nada bien y al cabo de 5 minutos me comenzaban a entrar gotas de agua lo que hacía muy molesta la natación. AL final me he vuelto a mis gafas Arena de siempre y estoy encantado, pero lo dicho, quizá sea mi fisonomía, y no las gafas...",2,es,"It will be because of my physiognomy, but despite the good opinions that I have seen, in my case I did not adjust well and after 5 minutes I began to enter water drops that made the swimming very upset.In the end I have returned to my usual sand glasses and I am delighted, but what is said, maybe my physiognomy, and not the glasses ..."
245,Es un buen producto de calidad. Es muy fácil de utilizar. Trae muchas pinzas pequeñas para sujetar las trenzas.,4,es,It is a good quality product.It is very easy to use.Bring many small tweezers to hold the braids.
246,Es demasiado corto y duro para masaje lumbar y muy agresivo.,3,es,It is too short and hard for lumbar and very aggressive massage.
247,"No vele para nada, es peor que los productos de todo a 1€ pero este caro. Ha durado exactamente para un uso. No comprar",1,es,"It is not worth anything, it is worse than the products from everything to € 1 but this expensive.It has lasted exactly for use.Do not buy"
248,"Es una auténtica basura, dejó de funcionar a la semana, no se enciende, una auténtica estafa, 32 euros tirados a la basura... Para los que me leáis , os ahorraré tiempo y dinero",1,es,"It is a real garbage, he stopped working a week, does not turn on, a real scam, 32 euros thrown away ... for those who read me, I will save you time and money"
249,"Me ha llegado el producto dañado y el embalaje estaba perfecto. Se trata de una de las tablas largas blancas, tiene la pintura rota en una de las caras.",1,es,"The damaged product has arrived and the packaging was perfect.It is one of the long white boards, it has broken paint on one of the faces."
250,"Un año aguanta si llevas a tu boxer de 30kg en los asientos, se ha descosido por varios sitios y la funda antideslizante que tiene para que no se resbale la funda se ha echo trizas.",3,es,"One year it endures if you take your 30KG boxer in the seats, it has roughly dwarf and the non -slip case it has so that the case is not overwhelmed."
251,Para hacer agujeros más grandes me estaba complicando la vida cuando con este producto lo tengo solucionado fácilmente. Funciona muy bien y aguanta la 'caña' que le doy.,5,es,To make bigger holes I was complicating my life when I have easily solved with this product.It works very well and endures the 'cane' that I give.
252,Muy bueno para estirar. Fácil de usar y efectivo. No se puede pedir más. Recomendable 100X100% y precio mejor imposible.,4,es,Very good to stretch.Easy to use and effective.You can't ask for more.Recommended 100x100% and better impossible price.
253,"Lo que he probado funciona bien con un iPad Pro 2019, incluso un mando para presentaciones. Pero la clavija VGA está demasiado enrasada con el borde y un poco inclinada, aparte de que el hueco para la clavija es mínimo, lo que hace imposible conectar el cable sin forzarlo. Es un fallo de diseño, pues ya he devuelto dos por lo mismo.",2,es,"What I have tried works well with an iPad Pro 2019, even a command for presentations.But the VGA plug is too crank with the edge and a bit inclined, apart from the fact that the gap for the plug is minimal, which makes it impossible to connect the cable without forcing it.It is a design failure, because I have already returned two for the same."
254,Más de lo mismo. Nada en especial a destacar. Había oído hablar bien de este producto pero no es lo que yo me esperaba.,3,es,More of the same.Nothing especially to highlight.I had heard about this product well but it is not what I expected.
255,"Es muy bonito y elegante, lo esperaba más gordo, tipo abrigo pero es muy bonito",3,es,"It is very nice and elegant, I expected it fatter, shelter but it's very nice"
256,Mal producto. Equivocación en medida. Después de 14 días aún no se ha reembolsado.,1,es,Bad product.Mistake in measure.After 14 days it has not yet been reimbursed.
257,"Básicamente dispone de lo mismo que otros modelos anteriores, poco que destacar a no ser la batería que parece que tiene algo más de duración, en fin un xiaomi más sin ninguna característica que sorprenda.",4,es,"Basically it has the same as other previous models, little to highlight not to be the battery that seems to have something more duration, finally one more xiaomi without any characteristic that surprises."
258,Dan luz agradable asi como crepuscular. No iluminan mucho pero crean ambiente calido. Al regular intensidad se oye un zumbidito suave. De las 4 llego una rota,3,es,They give pleasant light as well as twilight.They do not illuminate much but create warm atmosphere.The regular intensity is heard a soft bucket.Of the 4 a broken
259,Mi hija está encantada.,5,es,My daughter is delighted.
260,"La verdad es que trae muchas piezas y de tamaño son adecuadas, pero el plástico es de poca calidad. Las piezas acabarán aplastadas al poco uso, son demasiado endebles.",2,es,"The truth is that it brings many pieces and size are adequate, but the plastic is of poor quality.The pieces will end up soon use, they are too weak."
261,"todos los sonido nitidos, le falta potencia que se consigue con un buen amplificador de auriculares. por los 50€ que cuestan no puedes pedir mas",3,es,"All the sound nitids, it lacks power that is achieved with a good headphones amplifier.for the € 50 that they cost you cannot ask for more"
262,"No valen para nada, el producto no es nada de bueno.",2,es,"They are worthless, the product is nothing good."
263,Cumple con lo estipulado en la web de amazon.,3,es,Complies with the stipulated on the Amazon website.
264,"Ha llegado antes de la fecha, pero pensaba que tenía mejor calidad en general 5 / 10",3,es,"It has arrived before date, but I thought I had better quality in general 5/10"
265,"La pantalla me ha llegado tarde y ROTO y no me dan una solución, esto es un engaño!!! Es una vergüenza. No es serio que un pedido llegue así",1,es,"The screen has arrived late and broken and they don't give me a solution, this is a hoax !!!It is a shame.It is not serious for an order to come like this"
266,"Compré este producto porque entre todos los que vi este era el que mejor se veía y el que más costaba y concluí que sería el mejor de todos pero no, no tengo ni el mes de tenerlo y el botón de Batir se ha estropeado, de repente no apaga y se queda batiendo, tuve que esperar que se descargara la batería, tampoco me gusta como bate, si que queda mejor que batirlo manual pero igual no es el resultado que esperaba, muy descontento con esta compra, no se lo recomendaría a nadie.",1,es,"I bought this product because among all those that I saw this was the one who looked best and the one that cost the most and I concluded that it would be the best of all but no, I don't even have the month of having it and the beating button has broken down, suddenlyHe does not turn off and stay beating, I had to wait for the battery to be downloaded, I don't like to batter either, if it is better to beat it manual but it is not the result I expected, very unhappy with this purchase, I would not recommend it to anyone."
267,"No me ha llegado el producto, y no puedo ponerme en contacto con el comprador",1,es,"The product has not arrived, and I can't get in touch with the buyer"
268,Tenía una S I coji una M I aún es un poco pequeño.... Es muy bonito calidad precio esta bien...,4,es,I had a fucking one is still a bit small .... it is very nice quality price is fine ...
269,"Porque habeis cumplido con los plazos, eso para mi es muy importante, a mi me gusta mucho la formalidad. Seguire confiando en vosotros.",5,es,"Because you have fulfilled the deadlines, that for me is very important, I really like formality.I will continue trusting you."
270,Están muy bien. Se adaptan perfectamente. No resbalan fuera del agua. En superficie de piscina. Xo si haces aquagym no sirven mucho pq no puedes correr mucho ya q te resbalas. X lo demas perfecto.,3,es,"They are very good.They adapt perfectly.They do not slip out of water.On pool surface.Xo if you do Aquagym, they don't work much because you can't run much since you slip.X The rest perfect."
271,"Nos han gustado mucho. Solo les pongo una pega, y es que la tinta no corre según el papel. Tenemos varios libros para colorear como por ejemplo Secret of the Garden y en estos no corre la tinta, una pena porque los queriamos para estos.",4,es,"We liked them a lot.I only put a paste, and that is that the ink does not run according to the paper.We have several coloring books such as Secret of the Garden and in these does not run the ink, a shame because we love them for them."
272,"Bien, solo que es más ""blanda"" que la que estaba acostumbrada, y a veces tengo que hacer pasadas de más, sobretodo en zonas más resistentes. Excepto esto, es agradable, y se funde muy rápido.",3,es,"Well, only more ""soft"" than the one that was used to, and sometimes I have to make more passes, especially in more resistant areas.Except this, it is pleasant, and it melts very fast."
273,No ha aguantado ni una ducha. Solo lo he podido llevar 15 horas. Muy mal producto con materiales de muy poca calidad.,1,es,It has not endured a shower.I have only been able to take it 15 hours.Very bad product with very poor quality materials.
274,"Queda genial ,es finita pero para vestir la cama es ideal.",5,es,"It's great, it's finite but to dress the bed is ideal."
275,"Tras 5 días de funcionamiento, la pulsera ha fallado. La pantalla no se ilumina o se ilumina muy poco, no se puede ver la información. He procedido a la devolución del producto.",2,es,"After 5 days of operation, the bracelet has failed.The screen does not light or light up, you can't see the information.I have proceeded to return the product."
276,"La he comprado en una oferta a 10€, que me parece un precio muy bueno. La he usado un par de veces (solo para probarla, ya que tengo otra que aun funciona) y va muy bien. Queda bastante fino. No pesa demasiado, el plástico negro se ve fuerte y el resto es acero. La potencia va con una rosca de ""-"" a ""+"" en vez de con numeros, pero es lo mismo. En general muy contenta con la compra, teniendo ademas en cuenta el precio, ya que de 800w es dificil encontrarla tan barata y que tenga calidad",5,es,"I have bought it in an offer at € 10, which seems to me a very good price.I have used it a couple of times (just to try it, since I have another one that still works) and it is going very well.It is quite fine.It does not weigh too much, the black plastic looks strong and the rest is steel.The power goes with a thread of ""-"" a ""+"" instead of numbers, but it is the same.In general very happy with the purchase, also taking into account the price, since 800W is difficult to find it so cheap and have quality"
277,Me ha gustado el cumplimiento de la entrega y del producto que había solicitado. El uso del cable es conectar el ordenador con el televisor como segunda pantalla.,5,es,I liked the fulfillment of the delivery and the product I had requested.The use of the cable is to connect the computer with the TV as a second screen.
278,Los materiales son de mala calidad. La pantalla una broma de mal gusto. La calidad de sonido infumable. Un error en la compra. Lo barato sale caro.,1,es,The materials are of poor quality.The screen a joke in bad taste.The infumable sound quality.An error in the purchase.The cheap is expensive.
279,El shampoo reseca muchísimo el pelo. Jamás he pasado tanto trabajo para peinarme.,2,es,The shampoo dry his hair a lot.I have never spent so much work to comb myself.
280,"Los relés estan invertidos, no sé si esto es por defecto o por diseño, pero no está especificado en las carcteristicas",2,es,"The relays are inverted, I do not know if this is by default or by design, but it is not specified in the characteristics"
281,"la compre por que tenia una tempur de hace mas de 10 años y no me sentia comodo con ella pero resulta que con la que he comprado estoy ahora peor,asi que he vuelto a la antigua y la nueva en el armario",2,es,"I bought it because I had a tempur more than 10 years ago and I did not feel comfortable with her but it turns out that with which I have bought I am now worse, so I have returned to the old and the new one in the closet"
282,Muy buena calidad. Buen precio. Me encanta,5,es,Very good quality.Good price.I love
283,"Queda perfecto, ajustado y no se desliza. Esta micro perforado y evita el sudor en las manos.",5,es,"It is perfect, tight and does not slide.This micro pierced and avoids sweat in the hands."
284,"Es práctico y de no muy difícil instalacion,pero su duracion a sido muy muy corta. He adquirido dos y ambos an durado menos de un año.",1,es,"It is practical and not very difficult installation, but its duration has been very very short.I have acquired two and both last less than a year."
285,"Confirmo la talla, 60. Bien acabado y de muy buena relación calidad-precio. El inconveniente: no tiene ventilación alguna, no apto para dias de mucho sol, se empapa de sudor y este te cae en los ojos.",3,es,"I confirm the size, 60. Well finished and very good value for money.The inconvenience: it has no ventilation, not suitable for days of a lot of sun, is soaked with sweat and it falls into your eyes."
286,Los paños-mopa son mayores que los modelos originales,3,es,The-boots are greater than the original models
287,Ponía que iba con los adaptadores y no me a llegado nada así que no me a servido si ponéis que lleva los acoples de 8 10 y 12 mm ponerlos,1,es,I put that I went with the adapters and I did not get anything so I have not served me if you put that it carries the 8 10 and 12 mm counts to put them
288,"El pedido llego roto, pedi recambio, volvió a llegar roto. Pedi devolución y tenia que llevarlo a un punto celeritas, al final estuve fuera unos dias y se me acabo el plazo. Pierdo 10 euros pero no lo compren. Perderéis tiempo y dinero. Ayer compre uno igual en el chino..",1,es,"The request was broken, Pedi replacement, broke again.Pedi return and I had to take it to a Celeritas point, in the end I was out a few days and the deadline was over.I lose 10 euros but they don't buy it.You will waste time and money.Yesterday I bought an equal in the Chinese .."
289,La hemos utilizado como 10 veces en 6 meses y ahora el mismo teléfono lo carga la mitad de veces. Muy mala calidad en sus baterías.,2,es,We have used it at 10 times in 6 months and now the same phone is loaded by half times.Very poor quality in its batteries.
290,"El producto está bien, pero el pedido llegó tarde y encima me han cobrado un recargo de 1€ no sé a cuenta de qué.",2,es,"The product is fine, but the order was late and on top of that a surcharge of € 1 I don't know what."
291,"Artículo pésimo, no parecía nuevo. Después de unos minutos de uso falló,se desmonta para limpiar y tiene un muelle q hace q cierre y abra la bolita a efecto válvula, muelle todo retorcido y sin ese detalle es inservible.",1,es,"Lousy article, it didn't seem new.After a few minutes of use, it failed, it is disassembled to clean and has a spring that closes and opens the ball for valve, spring all twisted and without that detail is unusable."
292,"Los compré para una subida a escalera al piso superior, me parece que gastan un poco más de pilas que los anteriores que tenía, pero la verdad es que me resultan muy prácticos",3,es,"I bought them for a climbing climb to the upper floor, it seems to me that they spend a little more batteries than the previous ones, but the truth is that I find it very practical"
293,Apenas tiene 3 meses y ha dejado de funcionar el micrófono que es lo que más utilizo de la cámara. No recomiendo esta compra para nada,1,es,He is barely 3 months old and has stopped working the microphone that is what I use most about the camera.I do not recommend this purchase at all
294,"El producto me esta fallando mucho, a tal punto que ya no va el hdmi y el rj45, voy a contactar con el vendedor a ver si me lo puede cambiar.",2,es,"The product is failing me a lot, to the point that the HDMI and the RJ45 are no longer going, I will contact the seller to see if it can change it to me."
295,"Tiene pocas hojas, realmente es un solo desplegable de una estación de investigación tipo Jurassic, y viene con figuras troqueladas de dinosaurios y objetos, para jugar en el escenario. Es bonito, pero el cartón de las figuras es muy fino, lo que las hace realmente débiles y fáciles de romper incluso sin querer. No lo volvería a comprar.",2,es,"It has few leaves, it really is a single drop -down of a Jurassic research station, and comes with die -colored and object figures, to play on stage.It is beautiful, but the cardboard of the figures is very fine, which makes them really weak and easy to break even unintentionally.I wouldn't buy it again."
296,"Muy chulo para lo poco que vale, bastantes páginas, y muchísimas pegatinas por página, se pueden quitar y poner, por si te equivocas. Poco información del espacio, pero muy entretenido",5,es,"Very cool for the little that is worth, enough pages, and many stickers per page, can be removed and put, in case you are wrong.Little space information, but very entertaining"
297,"La verdad es que está muy bien, tamaño de los números, varios tonos de intensidad de los números y la radio suena muy bien. No le doy 5 estrellas porque los grados no cambian, así que no creo que funcione muy bien.",4,es,"The truth is that it is very good, size of the numbers, several tones of intensity of the numbers and the radio sounds very good.I do not give him 5 stars because the degrees do not change, so I do not think it works very well."
298,Llevamos más de un mes intentando que nos manden la factura con IVA. Si en dos dias nos nos hacen llegar esta tendremos que devolver el artículo y comprarlo en otro vendedor. Esto no es profesional. Muy cabreado.,1,es,We have been trying to send us the invoice with VAT for more than a month.If in two days we will send us this we will have to return the item and buy it in another seller.This is not professional.Very pissed off.
299,"hola amigos, este cabrestante tiene mucha calidad pero no es practico y su uso es complicado, si es para hacer alguna chapuza y sin limite de tiempo puede valer, ademas el recorrido del cable es muy corto y, si tienes conocimientos mecanicos puede pasar, pero si no los tienes no vas a ser capaz de hacerlo andar. (Lo siento pero es mi opinion)",3,es,"Hello friends, this winch has a lotIf you don't have them you will not be able to do it.(I'm sorry but it's my opinion)"
300,La excelente película de protección de pantalla tiene un precio razonable y su calidad es mucho más alta que la de una película protectora de plástico común y es más fácil de usar. La película protectora hace que el teléfono esté muy bien protegido sin perder la calidad de la imagen.,5,es,The excellent screen protection film has a reasonable price and its quality is much higher than that of a common plastic protective film and is easier to use.The protective film makes the phone very well protected without losing the image quality.
301,"El craneo vino intacto, pero una pieza de la mandíbula estaba rota, sugiero que al ser un producto frágil, pongan mas protección en el interior de la caja. También hubiese estado bien que se indicase que la mandíbula no se engancha ni nada por el estilo al craneo, parece que esta hecho simplemente para colocarlo y dejarlo en un estante. Aun así lo que yo he hecho es pegar la mandíbula con pegamento para cerámica y la pieza rota también. El tamaño me parece adecuado para mi propósito, pero es como infantil. El acabado envejecido esta muy bien y no pesa.",3,es,"The craneo was intact, but a piece of the jaw was broken, I suggest that being a fragile product, put more protection inside the box.It would also have been well that it was indicated that the jaw is not hooked or anything like that, it seems that it is done simply to place it and leave it on a shelf.Even so, what I have done is paste the jaw with glue for ceramics and the piece broken as well.The size seems appropriate for my purpose, but it is like childish.The aged finish is very good and does not weigh."
302,"En el momento pega bien, luego a los 3 o 4 dias se desprende el.tip lo que hace que dure poco la aplicacion de uña",1,es,"At the time it hits well, then at 3 or 4 days the"
303,"el envio en plazo y todo bien, los extractores deja un poco que desear ya que no esta muy bien terminado sobre todo el extractor mediano hay que aflojar mucho los tornillos para poder utilizarlos bien",2,es,"Shipping in the deadline and all good, extractors leave a little to be desired since it is not very well finished above all the medium extractor you have to loosen the screws a lot to be able to use them well"
304,"BUEN REGALO PARA LOS NIÑOS. LIBRO DE BUENA CALIDAD IDEAL PARA REGALO DE NIÑOS. ARTICULO MUY RECOMENDABLE, CALIDAD PRECIO GENIAL.",5,pt,"Good gift for children.Good quality book ideal for children's gift.Highly recommended article, quality of great price."
305,"Esperaba una correa de calidad, y est no lo es. Para empezar lleva un sistema de cierre nefasto, lo que hace dificilisimo colocartelo tu solo, pero es que para colmo la capsula de mi band 2 no cabe en su ubicacion. Esta devuelta.",1,es,"I expected a quality strap, and it is not.To begin with, it carries a disastrous closing system, which makes it difficult to put it alone, but it is that to top it up the capsule of my band 2 does not fit in its location.It is returned."
306,"envio perfecto,super rapido.bien envalado.la bateria funciona perfectamente",5,es,"Perfect shipping, super fast."
307,"Para lo que lo pedí, que es para contar tiros a canasta, cumple su función pesa muy poco, no molesta y es efectivo.",4,es,"For what I asked, which is to count shots to the basket, it fulfills its function weighs very little, it does not bother and it is effective."
308,"Tenía puesto un cable hdmi de los chinos y la, señal se iba constantemente. Al final con este, no ha habido problemas. Merece la pena pagar un poco más por la calidad",5,es,"He had an HDMI cable of the Chinese and the sign was constantly.In the end with this, there have been no problems.It is worth paying a little more for quality"
309,Era para 1 fiesta pero llegaron 15 dias tarde y encima 1 roto,1,es,It was for 1 party but 15 days later arrived and over 1 broken
310,"Cumple con las expectativas a lo mejor no es de lo más cómodo pero los resultados se notan desde las primeras 24h si quieres un blanqueamiento express es el producto ideal. El inconveniente, el nuevo tono de los dientes dura muy poco y dependiendo de cada persona puede dar un poco de sensibilidad a los dientes",4,es,"It meets expectations maybe it is not most comfortable but the results are noticeable from the first 24h if you want express bleaching is the ideal product.The inconvenience, the new tone of the teeth lasts very little and depending on each person can give a little sensitivity to the teeth"
311,Lo utilizo para poder escuchar la música del móvil en mi equipo HI-FI y cumple perfectamente su función. La instalación es sencilla y la conexión es rápida. No pierde calidad de sonido. La verdad es que resulta buena compra,4,es,I use it to be able to listen to the mobile music in my HI-FI team and perfectly fulfill its function.The installation is simple and the connection is fast.Does not lose sound quality.The truth is that it is good purchase
312,"Funcionó bien dos semanas... Luego el sonido empezó a reproducirse muy bajo y se acabó. Parecía bueno, pero duro poco. No lo recomendaría.",1,es,"It worked well two weeks ... Then the sound began to reproduce very low and it's over.It seemed good, but hard.I would not recommend it."
313,La calidad no es para tirar cohetes pero compensa por el precio. La cabeza de Homer ha llegado con un pequeño rasguño.,3,es,The quality is not to throw rockets but compensates for the price.Homer's head has arrived with a little scratch.
314,"El teléfono va bien, se puede poner en español. Aunque cuando hablas por el se escucha como un ruido. No se de que será. Por lo demás va perfecto.",3,es,"The phone is going well, it can be put in Spanish.Although when you talk about him he listens like a noise.I don't know what it will be.Otherwise it is perfect."
315,"Tengo el router en una planta baja y la torre en una primera planta, la señal llega pero poca velocidad al navegar.Trae cd que hay que instalarlo y instruciones en ingles. No esta mal si es para mirar algo sin prisas, si buscamos rapidez no lo recomiendo. LO TENGO EN PUERTO USB 3.0 que es mad rapido que el 2.0",2,es,"I have the router on a ground floor and the tower on a first floor, the signal reaches but low speed when navigating.It is not bad if it is to look at something without a hurry, if we seek speed I do not recommend it.I have it in USB 3.0 port that is Mad quickly that 2.0"
316,"Se puede apreciar la calidad de las pinzas, presentadas en un útil estuche . En lo personal, me han resultado demasiado gruesas y pesadas, con lo que me sigo apañando mejor con las antiguas. No esperéis milagros, los pelos rebeldes no desaparecerán. El precio me parece un poco elevado.",3,es,"You can see the quality of the tweezers, presented in a useful case.Personally, I have been too thick and heavy, so I still manage better with the old ones.Do not expect miracles, rebel hair will not disappear.The price seems a bit high."
317,"Tarjetero muy normalito, fabricación más bien barata. El hueco de las monedas entran muy muy justas y los imanes tampoco sujetan de manera firme. El sujeta tarjetas sin embargo es bastante aceptable.",3,es,"Very normal cardboard, rather cheap manufacturing.The hole of the currencies enter very fair and the magnets do not firmly hold.The holding cards however is quite acceptable."
318,"Mi televisión samsung de 55 pulgadas necesita unos tornillos que no vienen incluidos en este set. Creo que deberían tener cuidado cuando especifican las compatibilidades, cada pantalla trae sus peculiaridades y en mi casa me ha tocado ir a una ferretería a por unos tornillos que casi me cuestan lo mismo que el producto comprado.",2,es,"My 55 -inch Samsung television needs screws that are not included in this set.I think they should be careful when they specify the compatibilities, each screen brings their peculiarities and in my house I have had to go to a hardware store for some screws that almost cost me the same as the purchased product."
319,Para un niño de 6 años está muy bien,4,es,For a 6 -year -old is very good
320,El protector queda un poco justo de los lados ya que deja fuera 1 cm de cada lado pero cumple si función. En relación calidad precio está bien.,3,es,The protector is a bit fair on the sides since it leaves out 1 cm on each side but fulfills if function.In value for money is fine.
321,"Me lo he conprado para entrenar al aire libre, el deporte que práctico es el tenis y me viene de lujo para protegerme del sol, no me deja la cara grasa ni blanca, se extiende bien y con echarte muy poco tienes para todo el rostro. Sólo que el tarro es demasiado pequeño y el precio lo ví en un supermercado de mi ciudad más barato.",4,es,"I have been consistent to train outdoors, the sport that is practical is tennis and it comes to me to protect myself from the sun, does not leave my face fat or white, extends well and with throwing very little you have for the whole face.Only the jar is too small and I saw the price in a supermarket in my cheaper city."
322,"Grande, buen material y buena calidad.",5,es,"Great, good material and good quality."
323,Me va bien por bluethoot pero hasta ahora él USB no he probado de 64gb y 32gb seguiré probando y lo máximo que acepta es 64gb,3,es,I am doing well for Bluetooth but so far the USB I have not tried 64gb and 32GB I will continue testing and the maximum it accepts is 64gb
324,"Es una pieza digna del chino de tu barrio. Si pones la cara delante funciona, pero es un aparato minúsculo. Por ese precio hay cosas mejores, un ventilador por ejemplo.",3,es,"It is a dignified piece of the Chinese in your neighborhood.If you put your face in front it works, but it is a tiny device.For that price there are better things, a fan for example."
325,Me va muy bien me gustó es pequeño y cumple,5,es,"I do very well, I liked it small and meets"
326,No lo recomiendo se compro para reyes y esto vas más lento q el caballo malo y la garantía nula.,1,es,"I do not recommend it, I buy for kings and this is slower than the bad horse and the null guarantee."
327,"Me gusta brillo de labios, es muy poca cantidad pero esta bien.",3,es,"I like lip brightness, it's very small but it's fine."
328,Práctico y fácil de limpiar,4,es,Practical and easy to clean
329,"La tengo desde hace 2 meses y estoy encantado. Es enorme, caben perfectamente teclado, mouse y joystick. Quizás me la esperaba un pelín más rígida pero cumple su función al 100%. He tenido problemas con el láser del ratón en otras alfombrillas pero no en esta. Además, para mi caso en particular, el hecho de que se pueda guardar de forma sencilla suma puntos. Fácil de limpiar.",5,es,"I have been delighted for 2 months and I am delighted.It is huge, they fit perfectly keyboard, mouse and joystick.Perhaps a more rigid tad was waiting for me but fulfills its 100%function.I have had problems with the mouse laser in other carpets but not in this.In addition, for my particular case, the fact that it can be saved in a simple way adds points.Easy to clean."
330,Tienen la misma calidad de lenceria marca,5,es,They have the same quality lingerie quality
331,Se resbala mucho hacia la parte trasera por mucho que se apriete en el pecho. No se consiguen buenos videos.,3,es,It slips a lot towards the rear no matter how much it tightened in the chest.You don't get good videos.
332,"La instalacion al ser goma no es del todo sencillo, pero tiene calidad",4,es,"The installation being rubber is not entirely simple, but it has quality"
333,"El teléfono es tal y como se describe en la compra, nuevo y completamente precintado; entrega rápida y segura. Muy recomendable.",5,es,"The phone is as described in the purchase, new and completely seal;Quick and safe delivery.Highly recommended."
334,Fue un regalo y le encantó,5,es,It was a gift and loved it
335,He esperado más de dos semanas y no he recibido el pedido...me dijeron que lo recibiría esta semana y nada ¡No recomendaría a este vendedor! Falta de seriedad.,1,es,I have waited more than two weeks and I have not received the order ... They told me that I would receive it this week and nothing I would not recommend to this seller!Lack of seriousness.
336,Genial calidad precio. Me las pinté con el color rojo y me duraron 3 semanas. Me las cambié porque tenía la uña crecida si no me hubiera durado un mes perfectamente. Lo recomiendo.,5,es,Great quality price.I painted them with the color red and lasted 3 weeks.I changed them because I had the nail grown if I had not lasted a month perfectly.I recommend it.
337,Le he regalado a mi mujer estas braguitas y le quedan muy sexi dice que el material es muy bueno a precio de naa y que son muy cómodas en mi opinión le queda espectacular,4,es,"I have given my wife these panties and they have very sexy, he says that the material is very good at Naa's price and that they are very comfortable in my opinion, it is spectacular"
338,"Es para gatos, si se lo pones a un perro debes usar 2.",3,es,"It is for cats, if you put it on a dog you must use 2."
339,"Muy practico i muy facil la instalació , el pitido muy fuerte por lo pequeño que es.",4,es,"Very practical and very easy the installation, the very strong beep for how small it is."
340,"Funciona perfectamente, viene con una guia de uso para que sea mas facil su utilizacion e instalacion. Se escucha genial y sin ningun problema. Llego a tiempo y bien embalado, sin duda una buena compra pra poder tener manos libres en el coche, facil y buena calidad.",5,es,"It works perfectly, it comes with a use guide to make its use and installation easier.It is heard great and without any problem.I arrive on time and well packed, without a doubt a good purchase to be able to have hands free in the car, easy and good quality."
341,"Sus dimensiones combinadas con su grosor, para ofrecer mayor seguridad. Tal vez un poco pesada para transportar, pero a cambio ofrece mayor robustez.",4,es,"Its dimensions combined with its thickness, to offer greater security.Maybe a little heavy to transport, but in return it offers greater robustness."
342,A llegado rallado y mal pintado...un desastre,1,es,A arrived grated and poorly painted ... a disaster
343,"Lo compré guiándome de vuestras opiniones y no me arrepiento, alumbra muy bien, más de lo que me esperaba y la batería pues no puedo opinar de momento por que solo lo he usado un día",5,es,"I bought it by guiding me from your opinions and I do not regret it, it illuminates very well, more than what I expected and the battery because I cannot comment at the moment because I have only used it one day"
